ID_EQUIPO,PUNTO_MEDICION,CAPACIDAD_MAXIMA_GBS,FECHA_INICIO_MEDICION,FECHA_HORA,FECHA_FIN_MEDICION,PASO,LATENCIA_MS,PORCENTAJE_PACK_LOSS,INBOUND_BITS,OUTBOUND_BITS,MEDIDA
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-13 19:00:00.000,2020-06-21 19:00:00.000,7200,0.7058399999999999,0.0,683962.26223,3533899.1189,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-13 21:00:00.000,2020-06-21 19:00:00.000,7200,0.7013199999999999,0.0,1372493.4866,2973028.3230000003,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-13 23:00:00.000,2020-06-21 19:00:00.000,7200,0.68248,0.0,650537.49355,2478511.6328,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 01:00:00.000,2020-06-21 19:00:00.000,7200,1.06188,0.0,647254.61125,3255505.2458,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 03:00:00.000,2020-06-21 19:00:00.000,7200,0.70489,0.0,744674.16172,4009112.8549,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 05:00:00.000,2020-06-21 19:00:00.000,7200,0.68265,0.0,3178654.6028,8743132.7994,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 07:00:00.000,2020-06-21 19:00:00.000,7200,0.59324,0.0,4153653.6924,8032860.5042,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 09:00:00.000,2020-06-21 19:00:00.000,7200,0.72823,0.0,4355139.7358,7099943.0389,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 11:00:00.000,2020-06-21 19:00:00.000,7200,0.66463,0.0,715223.00661,6595514.5646,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 13:00:00.000,2020-06-21 19:00:00.000,7200,0.71091,0.0,562537.3305,1886616.7885,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 15:00:00.000,2020-06-21 19:00:00.000,7200,0.70498,0.0,723720.25452,4305956.7399,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 17:00:00.000,2020-06-21 19:00:00.000,7200,0.63045,0.0,796544.7778,5092436.1008,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 19:00:00.000,2020-06-21 19:00:00.000,7200,0.6876899999999999,0.0,708682.32482,4451846.5224,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 21:00:00.000,2020-06-21 19:00:00.000,7200,0.68019,0.0,1087235.2585,3955799.1247,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-14 23:00:00.000,2020-06-21 19:00:00.000,7200,0.59854,0.0,937154.83146,4521364.0339,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 01:00:00.000,2020-06-21 19:00:00.000,7200,0.60526,0.0,1017701.7611,1913599.6584,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 03:00:00.000,2020-06-21 19:00:00.000,7200,0.69911,0.0,570515.95809,3192230.8719,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 05:00:00.000,2020-06-21 19:00:00.000,7200,0.7032,0.0,771617.75092,2398663.863,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 07:00:00.000,2020-06-21 19:00:00.000,7200,2.09183,0.0,642492.5639399999,1575065.5953,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 09:00:00.000,2020-06-21 19:00:00.000,7200,0.67064,0.0,893034.69256,4485829.4968,MB
25,ABA - Abasto Cliente,1.0,2020-06-04 17:00:00.000,2020-06-15 11:00:00.000,2020-06-21 19:00:00.000,7200,0.6877,0.0,1777448.8638,6291095.1114,MB
